,filename,euclidean_distance,value_near_1,value_near_2,value_near_3,value_near_4,value_near_5,value_near_6,value_near_7,value_near_8,value_near_9,value_near_10
65,obj19__26.png,0.040868000476254863,0.04084841033781941,0.04041690979038837,0.040370069406265266,0.03992095466200763,0.039789372198490366,0.03969223478319942,0.03968264456031175,0.039660554163366425,0.039414847025491764,0.039140355061503214
66,obj20__38.png,0.04030884544001235,0.04009836405175452,0.039954081117598995,0.039943670612685625,0.03988870349982168,0.03974096813656359,0.03965367936130948,0.039609751225036516,0.039564660504051136,0.03956038890437015,0.039260522447253414
67,obj17__57.png,0.04010293924090763,0.04005287580604626,0.04004444631578294,0.04004227975310943,0.04003488807819191,0.04001775075446329,0.039973595920414134,0.03996786942302727,0.03996137870629528,0.039914453264702415,0.039891664546205505
68,obj3__65.png,0.04097331653794903,0.040744401045093574,0.04049958902535607,0.03998789483309342,0.039956076979508086,0.0398017260456644,0.039596871088742984,0.03950655103246724,0.039434556472655015,0.03940997870193678,0.03940234316612914
69,obj12__22.png,0.04055970019230095,0.04027499120580007,0.03965071270713748,0.03954717327614445,0.039500652817448745,0.039449221646098,0.0394412306755362,0.039429399360175435,0.03940617070331568,0.03938389029949231,0.03933781535114673
70,obj14__4.png,0.04039723373146108,0.040362086218787195,0.04031758245989523,0.040240214930021036,0.04011515528350184,0.040113765577990554,0.04011246051599306,0.04010283367779371,0.03996063915561802,0.03986326945100609,0.039818118668226626
71,obj3__15.png,0.0383443542857822,0.037821543481186416,0.0377367762194782,0.03772804172062114,0.03749119489131432,0.03730764187809075,0.037243265855727216,0.03660289079869858,0.03647694926704096,0.03638123111028127,0.03631257273043636
72,obj7__17.png,0.038632380834451654,0.03860736209492341,0.03855669651073303,0.0384902216108834,0.038114671496528814,0.03781258003173901,0.0377833790128955,0.03771779221461759,0.037686856274033,0.037686238969277606,0.03752430734468722
73,obj8__50.png,0.041067955822360655,0.04106082496270439,0.04035678443148252,0.039925218920507655,0.039001467950888546,0.03857007632697929,0.03804844130647463,0.037654107411593384,0.0376143288863373,0.03755143127244886,0.03750315883326921
74,obj18__28.png,0.042493598580869374,0.0418538005912322,0.04146653869085699,0.041432954016826694,0.041301749114644334,0.04088861831885876,0.040864097279361966,0.040752296615173336,0.040739886747455205,0.040736153271663994,0.04064937854233247
75,obj1__34.png,0.036454255547625616,0.036434467634974176,0.036338268990516134,0.036123635536771635,0.03611849034271934,0.03608099886461438,0.03605936599882364,0.03602459198347201,0.0360140701893274,0.03596736180856921,0.035927658458192666
76,obj3__55.png,0.03643748703773875,0.036376094270697434,0.03630196328326135,0.036227652247361554,0.03621196684292869,0.03612535396940344,0.036124395177479736,0.03585127480344686,0.03567342028697212,0.03564497097010108,0.03559678020091314
77,obj15__68.png,0.04147399938608512,0.04137996763440091,0.041303626901643124,0.041295148108342575,0.0412796782383696,0.04121076434823393,0.04116984643798798,0.04103966581210073,0.04103749340724497,0.04093292835451296,0.04092149343645063
78,obj9__23.png,0.038377273428062214,0.038145532227835496,0.03802168141130301,0.03739739838308863,0.03594937867230338,0.035541676965239646,0.03545036826651301,0.03534369987651471,0.03524332865799544,0.03519937782342884,0.03518489415864054
79,obj6__12.png,0.038620168338815763,0.03853915111628067,0.038107847709525924,0.03794121298247544,0.0378130964601787,0.03771667923215322,0.0376736574701744,0.037663008116879254,0.03765847158850625,0.03761020180425543,0.03745866599359738
80,obj17__64.png,0.03991290211620663,0.03991172191448488,0.03990718019223116,0.0398916507007749,0.03988453710305204,0.039836768030253406,0.0398340007560313,0.03982064592486714,0.0398079951278888,0.039720180298094834,0.03971715960661426
81,obj4__20.png,0.03930568555792198,0.03922628163480423,0.039173761081871455,0.039160575798247034,0.03896539686496482,0.038958678302994786,0.03876551371868059,0.03875749804890676,0.03875098799547232,0.038700309923517674,0.03858503656904768
82,obj14__15.png,0.03926219979524749,0.03922183578010097,0.03911985178992944,0.03909679021323729,0.03907850237267127,0.03901038512599348,0.039008995212221224,0.03899741145982002,0.038997254083556775,0.038830259580506454,0.03878569027626489
83,obj7__50.png,0.0404054299754962,0.0400600215572221,0.03921557037466756,0.038933518711910746,0.03866993772757319,0.03862267277555705,0.03855647585095375,0.038504426244473616,0.038453969481823544,0.03837309098505467,0.03816285890895857
84,obj16__18.png,0.03982653505105768,0.039548887185081,0.03910999022096685,0.03899890718525396,0.03898702660844027,0.03898068662916802,0.03897853319407596,0.03894411598911648,0.03893101691570632,0.038905171717909824,0.03889900151612486
85,obj3__60.png,0.04024020727705997,0.040131600367108576,0.03965265431403318,0.03936671107430354,0.038946471006742096,0.038869797536571576,0.038364217326824754,0.03833020094281156,0.03817287471632536,0.03816354294455421,0.0381098295562963
86,obj1__47.png,0.040247444599009606,0.04011063421659597,0.04007147143705268,0.03999722672644556,0.03984494938145236,0.03981030834692693,0.03967339086613062,0.03964518616369772,0.03963954116005653,0.03951133060670014,0.03950751482797709
87,obj11__16.png,0.04423573037444995,0.043726364890725955,0.04304001442207514,0.042419636357014665,0.04140318757638252,0.041026458531960325,0.0402053155288261,0.04016993816063489,0.03989883193382198,0.03961066439627993,0.03931385535814724
